N,P,K,temperature,humidity,ph,rainfall,label,soil_type
89.4,37.5,53.0,31.75,64.67,7.51,727.4,cotton,black soil
129.8,59.2,69.0,33.98,74.52,7.03,1787.8,sugarcane,black soil
77.7,10.6,7.8,19.93,94.41,7.67,1114.8,chickpea,laterite soil
101.6,56.2,86.4,34.49,58.55,6.63,544.1,pomegranate,red soil
62.8,35.5,53.4,16.69,67.52,6.21,559.3,wheat,black soil
26.5,30.1,36.8,27.72,46.94,7.12,742.0,pigeonpeas,red soil
21.1,27.6,23.2,25.28,43.14,6.69,543.7,chickpea,red soil
22.1,29.4,29.0,22.42,60.8,6.26,414.8,lentil,alluvial soil
17.2,30.1,28.3,26.28,69.32,7.34,764.1,greengram,black soil
40.0,35.5,40.9,22.27,77.7,6.46,691.2,soybean,alluvial soil
75.9,55.4,49.2,28.96,62.58,7.24,640.5,maize,alluvial soil
112.7,48.0,74.9,24.28,62.28,6.2,794.2,tomato,alluvial soil
21.8,28.4,22.8,25.48,61.03,7.1,719.7,blackgram,red soil
46.3,29.6,42.4,30.48,55.28,7.63,730.2,jowar,red soil
79.1,46.4,53.0,15.14,54.55,7.1,511.1,wheat,black soil
35.6,29.2,32.6,33.04,46.38,7.62,558.9,bajra,red soil
59.6,32.9,39.2,29.99,55.8,6.6,831.2,ragi,laterite soil
87.5,55.5,70.3,30.08,41.61,7.16,676.0,pomegranate,black soil
30.7,28.3,32.7,23.04,52.32,7.82,400.4,chickpea,red soil
22.5,49.2,10.2,35.38,63.69,9.17,1471.8,bajra,laterite soil
113.4,52.0,78.3,32.12,79.51,7.31,1469.7,sugarcane,black soil
105.2,54.7,79.7,25.57,69.91,6.91,867.9,grapes,black soil
106.5,52.2,50.3,26.5,59.99,6.74,667.1,onion,alluvial soil
24.2,28.7,27.0,29.26,58.13,6.67,674.5,greengram,alluvial soil
61.2,32.8,59.7,41.78,74.58,6.74,1330.7,ragi,black soil
26.2,40.3,33.4,24.96,63.53,8.0,749.0,pigeonpeas,black soil
19.1,21.0,21.1,31.08,53.86,7.42,515.0,greengram,alluvial soil
70.2,47.7,46.3,24.41,67.36,7.3,561.7,wheat,alluvial soil
96.4,53.5,73.8,26.52,64.01,6.59,919.3,tomato,alluvial soil
57.5,32.5,63.5,22.88,27.0,7.51,1176.0,jowar,red soil
37.3,29.6,36.8,26.37,52.1,7.92,633.6,bajra,red soil
51.0,38.4,34.9,18.92,39.42,7.82,515.7,safflower,black soil
49.5,30.8,30.6,15.07,54.39,7.36,431.3,safflower,black soil
64.8,54.5,49.3,26.17,68.53,6.84,848.8,cotton,red soil
84.4,46.3,55.7,20.22,67.28,7.07,775.6,onion,alluvial soil
9.7,50.7,26.5,18.13,53.64,5.22,1588.0,grapes,red soil
62.2,18.0,56.3,35.04,40.31,6.15,979.3,tomato,alluvial soil
23.6,25.7,21.9,23.16,52.65,6.04,513.1,lentil,black soil
54.8,26.6,28.4,27.22,55.27,6.21,412.2,bajra,alluvial soil
127.9,39.5,58.5,44.62,51.63,5.85,819.5,tomato,red soil
96.6,62.3,98.8,23.31,59.37,7.35,871.8,grapes,black soil
22.4,44.2,53.6,24.72,90.61,6.18,1598.2,safflower,alluvial soil
26.7,33.0,27.0,32.85,58.63,6.67,853.5,pigeonpeas,red soil
111.9,61.1,63.4,21.13,60.28,6.26,865.5,tomato,alluvial soil
25.1,28.9,26.9,29.56,69.72,7.42,696.5,greengram,alluvial soil
50.3,41.7,45.6,28.11,67.85,6.81,861.6,ragi,laterite soil
26.9,33.5,29.3,34.53,62.22,7.19,763.6,greengram,black soil
93.2,51.2,84.3,29.3,52.75,6.78,797.6,grapes,red soil
40.6,28.2,42.4,28.13,56.58,7.23,494.4,jowar,red soil
37.1,26.4,52.5,15.62,23.94,6.13,944.2,wheat,alluvial soil
100.6,54.7,70.6,24.3,58.58,6.61,800.6,grapes,black soil
44.0,28.1,36.4,17.58,39.54,7.96,586.4,safflower,red soil
41.2,34.4,44.5,28.77,78.74,7.43,631.8,soybean,black soil
58.0,32.9,36.5,19.66,46.46,7.22,424.8,safflower,black soil
23.8,34.1,23.7,29.08,41.68,7.01,593.8,chickpea,red soil
46.1,6.7,2.4,33.67,36.72,5.01,313.2,sunflower,red soil
80.5,50.9,47.0,28.01,72.4,6.63,704.6,maize,alluvial soil
25.0,33.8,29.6,21.46,45.32,7.07,569.5,lentil,alluvial soil
64.1,43.0,53.1,31.66,60.07,6.04,742.4,cotton,red soil
40.2,37.7,30.9,28.58,77.38,7.41,973.7,soybean,black soil
51.9,39.7,38.9,29.35,50.88,6.0,755.7,ragi,laterite soil
93.0,40.9,51.1,25.37,69.63,6.49,737.8,onion,red soil
69.1,41.0,48.3,23.91,63.62,7.29,481.0,wheat,black soil
46.4,29.2,38.8,26.33,56.7,7.08,421.5,bajra,red soil
121.8,64.8,81.0,34.01,81.72,6.57,1414.5,sugarcane,black soil
129.3,36.2,84.2,18.52,89.05,8.15,1709.9,bajra,red soil
26.4,33.8,16.0,31.53,52.31,7.24,686.9,blackgram,red soil
27.1,39.6,39.6,25.95,66.47,7.46,793.2,groundnut,red soil
54.2,43.8,44.2,26.36,52.27,6.91,579.7,sunflower,black soil
94.7,49.4,46.1,27.25,74.08,6.79,713.0,chilli,red soil
63.4,47.9,47.8,23.97,53.45,6.35,638.1,wheat,black soil
136.5,66.3,79.8,30.74,70.61,7.45,1456.3,sugarcane,alluvial soil
53.0,34.0,53.7,21.78,40.13,6.71,529.1,sunflower,black soil
76.6,53.4,46.1,23.52,72.27,7.12,949.0,chilli,black soil
78.2,72.9,70.4,38.34,82.88,6.46,1649.9,wheat,laterite soil
101.1,52.7,78.4,32.3,44.79,6.77,626.9,pomegranate,red soil
26.3,40.2,36.1,22.08,52.63,7.4,787.0,pigeonpeas,black soil
20.4,32.0,31.1,20.06,52.16,7.55,609.3,chickpea,red soil
29.9,7.7,8.4,10.74,29.53,4.68,317.3,pigeonpeas,red soil
133.7,63.9,70.7,26.24,70.49,7.36,1795.9,sugarcane,alluvial soil
35.0,3.9,83.3,31.23,33.17,4.7,560.2,lentil,red soil
89.2,54.7,55.5,26.98,55.21,5.91,679.3,maize,alluvial soil
100.0,56.1,63.4,26.16,73.79,7.47,961.7,onion,black soil
108.0,69.1,86.9,20.85,51.65,7.17,804.6,grapes,black soil
83.6,36.2,63.2,24.98,60.42,6.57,837.3,chilli,black soil
57.4,34.2,45.4,26.33,63.24,7.0,837.5,ragi,laterite soil
111.4,52.9,60.1,24.65,69.52,6.71,624.8,tomato,alluvial soil
54.9,37.9,42.4,18.09,48.72,7.4,466.3,safflower,red soil
32.2,39.2,30.7,30.48,46.31,7.13,643.4,pigeonpeas,black soil
16.9,33.5,29.4,27.07,60.11,7.43,555.3,lentil,black soil
66.2,45.2,52.3,18.34,53.73,6.57,487.7,wheat,black soil
24.9,35.7,30.6,29.49,49.57,6.99,639.4,chickpea,red soil
82.1,42.6,58.2,34.0,63.25,6.5,961.3,cotton,red soil
15.0,34.7,28.4,27.79,62.77,7.11,445.6,lentil,alluvial soil
93.8,57.3,74.9,29.66,65.67,6.06,819.4,tomato,red soil
24.3,30.7,20.3,21.14,52.52,6.14,460.0,lentil,alluvial soil
26.7,36.5,28.6,33.9,48.03,7.27,607.1,pigeonpeas,black soil
109.3,58.3,78.9,15.52,31.48,8.08,518.3,soybean,red soil
15.1,7.7,79.0,20.77,37.02,5.6,1744.8,wheat,alluvial soil
75.6,46.3,64.7,25.81,74.93,7.06,738.2,maize,alluvial soil
18.2,31.2,27.1,28.67,65.92,7.24,676.2,greengram,alluvial soil
89.3,41.1,48.9,25.67,70.27,5.91,957.6,maize,black soil
33.9,34.8,42.7,25.53,79.29,6.07,863.4,soybean,alluvial soil
67.0,45.7,44.7,18.44,61.47,6.28,628.0,wheat,alluvial soil
17.5,34.7,24.5,30.99,58.18,6.38,718.7,blackgram,black soil
86.8,42.7,8.3,25.54,60.0,7.51,1542.6,wheat,red soil
96.8,51.0,57.2,18.66,72.1,6.72,777.0,onion,red soil
57.5,30.1,45.8,28.78,51.21,6.91,620.0,ragi,red soil
25.0,28.4,24.2,27.31,69.6,7.0,681.1,greengram,black soil
82.2,38.2,54.8,24.56,63.12,6.69,751.2,chilli,red soil
19.4,30.2,27.5,26.78,63.62,7.21,449.0,lentil,alluvial soil
31.1,77.7,94.4,31.47,23.42,7.55,2302.4,soybean,laterite soil
8.2,49.6,10.6,18.64,70.43,7.14,2263.2,chilli,alluvial soil
57.4,38.8,33.9,21.29,37.17,6.53,576.4,safflower,red soil
87.7,43.4,59.8,29.18,62.46,6.67,778.4,cotton,red soil
108.1,46.8,65.3,20.93,75.27,6.79,775.6,tomato,red soil
87.7,79.8,48.3,19.77,29.36,5.25,329.9,sunflower,red soil
38.1,37.0,28.1,28.01,76.35,6.76,756.6,soybean,alluvial soil
86.2,49.5,53.5,31.38,60.92,7.22,881.2,chilli,red soil
48.5,39.5,46.2,24.48,63.6,6.95,760.3,ragi,red soil
49.8,13.8,52.9,17.51,45.76,9.29,2043.1,soybean,black soil
21.5,33.1,22.4,24.44,61.51,6.2,545.8,lentil,alluvial soil
94.0,44.3,48.1,29.58,57.76,6.59,763.7,chilli,black soil
66.9,46.2,40.5,26.82,51.38,6.71,792.4,cotton,red soil
93.5,50.6,72.2,22.63,52.15,6.76,841.6,grapes,red soil
18.1,21.1,22.8,27.81,62.68,6.86,791.2,greengram,black soil
33.3,27.6,31.8,23.74,40.45,7.15,474.2,chickpea,black soil
112.7,62.8,60.8,29.05,73.65,6.65,1935.3,sugarcane,black soil
78.9,49.1,50.4,30.06,71.02,6.49,779.3,chilli,red soil
98.7,61.1,63.9,28.02,40.86,7.12,562.6,pomegranate,red soil
53.3,10.4,8.8,16.99,24.67,5.52,2331.3,greengram,red soil
55.2,32.7,39.5,27.96,59.72,7.9,720.6,sunflower,black soil
58.1,32.5,36.6,21.17,67.08,7.31,713.7,ragi,red soil
134.7,58.7,81.5,31.75,73.85,6.93,1480.6,sugarcane,black soil
113.3,62.8,68.9,23.76,77.35,6.54,706.1,tomato,alluvial soil
73.0,38.3,44.5,27.92,59.53,7.99,520.7,cotton,red soil
56.0,31.6,41.9,27.41,47.55,6.94,630.4,jowar,red soil
26.9,23.8,26.4,25.92,58.86,6.21,628.3,blackgram,black soil
107.4,54.5,77.3,34.82,62.44,7.18,1511.1,sugarcane,alluvial soil
38.8,22.6,34.0,26.32,47.38,6.28,438.9,bajra,alluvial soil
56.7,38.3,33.1,21.69,49.24,6.96,520.2,safflower,red soil
131.5,25.2,57.0,27.53,21.73,9.42,1457.9,bajra,laterite soil
94.6,69.8,73.0,27.03,60.6,6.54,740.4,grapes,black soil
95.1,27.5,59.1,27.37,28.45,5.93,1768.9,grapes,alluvial soil
80.0,62.4,88.9,32.35,56.33,6.75,648.9,pomegranate,black soil
29.2,39.7,28.7,26.44,41.28,7.28,414.4,chickpea,red soil
98.0,46.1,53.2,21.7,62.06,5.7,831.6,maize,alluvial soil
28.7,40.6,38.0,33.68,46.74,7.52,701.6,pigeonpeas,black soil
126.6,49.6,28.9,27.81,40.71,5.97,761.8,grapes,red soil
23.7,31.1,23.7,22.05,49.36,6.59,598.9,chickpea,black soil
58.8,54.9,15.5,34.12,62.78,5.16,1460.4,sugarcane,red soil
94.4,46.1,65.6,18.21,73.32,6.24,844.7,onion,black soil
103.0,57.9,80.2,20.85,56.86,7.05,703.7,grapes,black soil
90.2,49.0,50.2,26.64,68.36,6.31,821.3,onion,black soil
32.6,36.8,29.2,24.14,51.56,7.98,497.3,chickpea,red soil
108.9,68.5,88.6,29.06,56.92,6.56,748.6,pomegranate,red soil
39.0,33.1,43.7,22.19,68.18,6.21,928.4,soybean,black soil
81.7,59.1,59.8,21.95,56.48,6.37,752.4,onion,red soil
52.3,59.4,92.4,11.34,61.93,4.61,1159.9,chilli,red soil
132.6,27.8,24.1,13.11,73.14,6.38,1925.4,soybean,black soil
106.5,55.3,76.2,26.36,71.86,6.54,1583.0,sugarcane,black soil
26.7,41.2,28.9,31.1,64.86,7.92,837.6,pigeonpeas,red soil
52.0,27.1,41.2,31.2,46.26,6.54,689.8,jowar,red soil
2.3,15.6,94.8,15.27,67.11,6.92,958.5,greengram,black soil
35.6,38.1,30.2,25.06,62.52,7.11,606.1,pigeonpeas,black soil
46.0,34.5,35.1,18.58,38.06,7.26,501.3,safflower,black soil
30.3,30.8,27.9,25.0,46.22,7.31,539.1,chickpea,black soil
52.6,28.6,25.9,26.55,57.76,6.37,420.8,bajra,alluvial soil
50.2,35.6,47.1,25.32,52.69,6.58,644.8,ragi,laterite soil
36.7,41.4,30.1,27.14,66.24,6.54,805.5,groundnut,alluvial soil
25.4,41.4,37.7,29.81,45.91,7.45,631.9,pigeonpeas,red soil
22.9,28.3,25.3,31.99,61.21,6.55,617.6,greengram,black soil
58.9,31.5,53.2,24.07,50.5,7.71,583.6,sunflower,alluvial soil
56.1,29.4,31.3,25.6,64.06,8.01,733.8,jowar,red soil
100.0,46.8,69.2,29.18,79.09,6.5,859.1,tomato,red soil
43.1,42.3,87.5,28.17,28.65,6.32,769.3,tomato,alluvial soil
41.0,36.2,27.6,27.86,63.27,6.35,950.3,soybean,alluvial soil
57.0,11.7,77.5,12.06,79.01,4.99,283.8,cotton,alluvial soil
51.3,31.6,39.8,22.26,42.76,6.98,625.7,safflower,red soil
132.1,51.3,79.9,32.01,79.33,6.56,1678.8,sugarcane,black soil
22.5,33.4,28.8,22.55,59.42,7.14,534.7,lentil,black soil
68.0,15.8,21.4,18.3,79.87,5.17,1121.0,wheat,alluvial soil
48.2,25.7,32.1,29.9,43.31,7.69,504.0,bajra,red soil
28.7,36.8,12.5,32.82,37.98,8.62,1764.7,safflower,alluvial soil
14.2,67.5,58.3,34.01,69.27,8.18,1174.4,pomegranate,laterite soil
27.5,25.4,24.9,26.99,50.5,7.11,735.0,blackgram,red soil
110.5,50.9,98.1,27.76,68.84,7.24,712.3,grapes,red soil
120.4,64.3,82.2,29.22,78.84,7.04,1516.6,sugarcane,black soil
91.2,58.3,47.0,26.52,67.02,5.89,708.4,maize,alluvial soil
88.0,51.6,49.2,28.32,57.27,7.78,588.0,cotton,red soil
62.6,31.6,43.4,24.84,65.41,7.3,781.9,ragi,red soil
93.6,55.1,57.1,21.39,61.06,6.68,689.4,onion,red soil
48.9,31.4,30.3,26.03,64.94,8.42,649.8,jowar,black soil
89.7,49.0,69.5,18.24,70.92,6.72,711.5,onion,red soil
86.0,43.6,50.1,23.49,73.11,7.09,777.1,maize,alluvial soil
71.9,41.1,47.1,15.1,58.0,6.12,489.0,wheat,black soil
112.6,57.1,64.9,10.57,31.49,7.21,1044.2,greengram,red soil
28.4,31.7,21.6,33.41,61.44,7.34,598.5,blackgram,black soil
124.5,68.8,53.4,27.2,41.99,5.55,1423.3,bajra,alluvial soil
90.6,52.4,65.0,29.11,70.01,6.14,652.8,tomato,alluvial soil
15.7,30.1,25.6,29.9,66.4,7.43,621.3,greengram,black soil
30.4,41.5,28.1,22.14,75.68,6.76,656.7,soybean,black soil
58.9,38.1,39.7,31.8,50.21,6.76,619.5,jowar,black soil
106.5,66.2,62.0,32.2,67.52,7.29,1463.3,sugarcane,alluvial soil
42.1,44.0,42.0,23.23,67.36,7.45,912.1,soybean,alluvial soil
22.2,42.4,45.2,27.74,53.45,6.81,666.6,groundnut,alluvial soil
49.6,31.5,27.0,27.34,41.97,6.02,523.1,bajra,red soil
129.4,57.4,78.3,33.88,80.43,6.68,1688.0,sugarcane,black soil
49.8,37.9,35.3,26.89,77.46,6.37,783.4,soybean,alluvial soil
65.7,45.0,57.0,31.81,57.67,7.37,769.1,cotton,red soil
69.7,35.1,39.6,23.03,45.6,7.66,777.5,sunflower,black soil
22.7,25.1,22.6,29.98,52.26,6.45,544.0,chickpea,red soil
46.7,44.0,49.7,22.77,57.1,7.31,814.6,ragi,red soil
106.3,60.0,97.6,24.16,67.74,7.06,657.9,grapes,red soil
38.6,42.9,37.1,23.44,54.35,7.05,871.0,pigeonpeas,red soil
93.2,58.8,1.0,23.72,66.87,5.42,2074.8,blackgram,red soil
19.1,28.1,26.4,33.43,61.47,6.93,570.4,greengram,alluvial soil
50.9,38.9,36.0,25.73,57.29,7.6,547.5,sunflower,alluvial soil
53.6,17.4,95.4,33.95,24.01,6.78,1783.6,lentil,laterite soil
114.0,54.6,71.1,29.66,60.83,6.25,937.0,tomato,alluvial soil
81.3,51.3,59.4,27.78,62.09,6.27,703.2,chilli,red soil
20.8,26.3,22.7,24.25,45.37,7.22,409.5,lentil,black soil
85.5,39.0,56.6,23.44,70.61,6.63,614.2,chilli,red soil
81.6,59.2,62.2,31.0,46.49,6.83,585.7,pomegranate,black soil
96.4,34.2,67.7,26.89,44.66,8.42,1591.6,chickpea,alluvial soil
109.1,55.9,72.5,27.93,56.05,6.85,814.7,grapes,red soil
14.4,43.6,89.6,27.9,20.65,7.93,1013.6,bajra,alluvial soil
21.5,43.3,40.1,30.58,62.76,6.88,527.9,groundnut,alluvial soil
16.7,28.5,29.0,33.68,66.02,7.25,625.2,blackgram,red soil
53.2,22.7,34.0,28.01,45.73,7.91,545.2,bajra,red soil
40.1,37.6,43.0,26.36,73.78,7.49,792.4,soybean,black soil
100.7,11.8,25.0,19.59,35.73,6.46,1064.1,pigeonpeas,black soil
79.3,46.8,20.8,36.65,45.45,7.2,1870.1,grapes,laterite soil
53.5,31.2,45.9,20.65,60.22,6.99,961.4,ragi,laterite soil
49.6,23.8,32.7,26.42,59.89,7.54,502.4,bajra,red soil
21.5,24.9,22.4,33.26,65.74,6.96,550.9,greengram,black soil
44.4,44.3,41.8,23.1,74.15,6.21,805.5,soybean,black soil
22.7,30.9,22.6,22.44,47.69,6.87,442.8,lentil,alluvial soil
88.5,35.6,64.5,28.15,58.2,6.28,778.9,chilli,red soil
34.4,35.9,27.6,28.52,56.73,7.06,739.9,pigeonpeas,black soil
23.0,26.7,29.6,31.76,59.14,6.94,664.8,greengram,black soil
105.4,41.0,69.2,23.8,64.21,6.66,650.3,onion,black soil
95.0,62.9,89.8,32.08,43.4,7.19,761.5,pomegranate,black soil
102.3,44.6,52.8,25.36,67.98,7.16,827.4,onion,red soil
23.5,29.0,33.0,32.08,68.15,6.91,562.1,groundnut,red soil
107.4,64.1,66.7,26.74,66.58,6.91,867.5,tomato,alluvial soil
32.0,30.3,33.9,30.6,68.11,6.77,779.1,pigeonpeas,black soil
46.6,26.1,30.5,27.94,60.1,7.22,591.0,jowar,red soil
46.3,23.0,32.2,31.14,47.73,6.29,492.5,bajra,alluvial soil
43.7,38.5,30.6,26.33,45.83,8.02,490.8,jowar,red soil
43.0,36.4,45.2,24.89,59.76,5.65,862.7,ragi,laterite soil
61.5,46.1,46.7,23.45,61.95,6.99,556.5,wheat,alluvial soil
96.5,27.0,98.6,10.91,69.61,5.65,576.3,tomato,red soil
58.1,38.0,34.4,24.96,43.64,7.46,404.9,safflower,red soil
29.9,40.9,32.8,34.7,65.99,6.95,716.7,pigeonpeas,red soil
33.8,41.5,40.6,28.54,54.25,6.91,570.0,groundnut,red soil
129.2,54.4,76.2,33.13,73.96,6.98,1909.4,sugarcane,alluvial soil
29.6,31.1,23.3,25.76,49.85,7.39,445.6,chickpea,red soil
100.4,67.0,64.2,26.2,73.58,6.75,1402.7,sugarcane,black soil
30.2,42.8,27.2,33.53,66.06,7.23,756.2,pigeonpeas,red soil
37.6,39.5,63.2,44.13,25.93,5.37,521.2,chilli,black soil
95.3,52.0,54.5,21.92,55.55,5.82,970.6,maize,black soil
97.4,55.3,64.0,23.41,58.77,6.92,941.9,onion,red soil
45.8,33.5,43.5,21.33,38.56,7.61,537.6,safflower,red soil
16.9,29.7,66.7,23.34,46.35,8.23,1605.6,sugarcane,alluvial soil
20.5,34.9,32.1,27.14,54.3,6.58,463.3,chickpea,black soil
28.1,57.0,59.6,41.46,25.61,4.59,2398.4,lentil,black soil
66.6,49.3,50.2,26.96,42.82,7.61,644.1,sunflower,black soil
27.2,33.8,27.8,30.5,51.59,6.97,637.1,greengram,black soil
18.0,26.7,29.0,27.89,53.0,6.71,523.1,lentil,black soil
62.0,44.7,49.1,20.62,50.67,7.52,763.3,sunflower,black soil
89.1,23.8,48.4,39.27,48.49,7.85,2377.6,chickpea,alluvial soil
90.5,59.1,74.9,21.28,66.0,6.6,857.2,grapes,black soil
99.1,47.0,48.9,31.64,64.47,6.29,984.0,chilli,red soil
57.7,14.5,50.4,32.67,51.29,8.71,963.0,wheat,black soil
47.6,37.4,40.6,25.62,51.17,6.64,470.8,jowar,red soil
31.3,47.1,38.9,27.06,75.37,7.25,859.3,soybean,alluvial soil
27.6,25.8,31.0,25.58,64.39,6.64,822.4,groundnut,alluvial soil
48.3,30.8,39.2,17.49,38.22,6.96,421.9,jowar,red soil
66.2,49.6,44.8,22.18,61.57,7.01,488.9,wheat,black soil
64.6,38.1,51.2,23.58,52.67,7.29,492.4,wheat,alluvial soil
50.7,45.8,36.1,20.0,60.64,7.2,1452.4,pigeonpeas,alluvial soil
43.7,39.2,36.6,27.39,53.97,6.06,794.1,ragi,laterite soil
71.2,42.7,41.2,18.11,56.47,6.43,619.5,wheat,black soil
71.2,35.9,50.9,16.98,62.9,6.24,505.3,wheat,black soil
98.3,40.3,60.8,29.13,56.45,7.28,600.4,maize,red soil
37.1,41.5,38.2,25.34,79.66,6.75,615.2,soybean,black soil
88.9,47.0,49.5,25.97,62.74,6.18,919.9,cotton,red soil
27.7,35.3,30.7,34.6,58.2,6.6,747.8,pigeonpeas,red soil
44.7,30.6,31.3,34.11,50.76,7.5,594.4,bajra,red soil
54.6,33.0,30.6,25.05,48.85,8.36,620.5,jowar,black soil
82.9,76.0,10.2,12.63,50.56,4.78,855.7,wheat,laterite soil
119.1,58.7,73.5,26.08,64.26,7.24,860.7,grapes,red soil
29.2,30.5,29.3,27.74,61.69,6.06,741.5,blackgram,red soil
88.3,64.4,72.7,28.44,40.05,7.33,703.6,pomegranate,black soil
60.9,44.9,52.9,21.14,42.35,6.65,669.4,sunflower,black soil
54.7,29.1,34.2,30.99,51.4,6.07,607.4,bajra,alluvial soil
127.4,43.2,39.6,24.39,54.13,6.37,752.1,grapes,black soil
53.9,27.1,34.1,33.61,44.61,7.08,602.0,bajra,alluvial soil
44.5,33.9,38.9,28.11,62.58,6.8,908.5,ragi,laterite soil
94.3,42.8,5.2,27.31,73.89,8.06,2148.8,maize,laterite soil
137.2,67.4,77.2,26.84,68.56,6.72,1490.9,sugarcane,black soil
90.1,42.9,64.4,25.19,72.35,7.2,609.8,chilli,black soil
106.9,58.8,77.1,28.96,51.66,7.44,751.8,grapes,red soil
117.8,73.4,42.1,38.74,35.18,5.04,515.8,maize,black soil
30.5,31.9,25.0,15.97,36.92,6.63,2433.7,maize,alluvial soil
34.7,64.6,78.0,11.1,60.94,5.27,2025.2,wheat,black soil
82.5,62.1,66.4,29.43,44.65,6.66,526.1,pomegranate,red soil
66.3,45.4,42.4,19.19,63.06,6.65,591.5,wheat,alluvial soil
35.9,29.1,34.4,30.31,43.22,7.13,541.3,bajra,red soil
107.1,63.0,63.0,21.33,68.23,6.08,831.3,tomato,alluvial soil
54.0,48.1,48.9,28.56,54.7,7.28,634.1,sunflower,black soil
86.7,15.0,92.4,17.39,38.37,8.0,426.6,sunflower,black soil
73.6,71.9,73.2,39.86,24.23,9.19,2289.7,chilli,black soil
131.3,32.0,4.3,12.1,77.54,6.8,383.5,bajra,black soil
36.4,57.7,79.1,30.33,49.42,5.43,1994.2,maize,black soil
28.1,44.4,29.4,34.84,65.58,7.84,761.5,pigeonpeas,red soil
24.4,26.8,25.4,25.88,56.86,6.6,651.5,blackgram,black soil
98.9,78.8,45.3,22.07,28.33,5.78,1059.7,lentil,laterite soil
106.3,60.2,67.7,26.57,63.21,7.34,1376.1,sugarcane,black soil
23.1,36.5,26.0,24.62,49.06,7.42,567.0,chickpea,black soil
79.0,37.5,56.3,28.27,43.4,5.62,997.8,wheat,alluvial soil
21.8,31.3,21.3,29.06,51.13,7.09,634.4,greengram,alluvial soil
68.9,41.9,41.8,25.61,58.36,7.82,918.4,cotton,black soil
85.5,43.0,51.8,24.91,72.94,6.33,737.2,chilli,red soil
17.5,29.2,26.9,26.66,68.66,7.41,644.0,greengram,black soil
29.5,23.1,20.5,29.5,60.06,7.37,585.2,greengram,alluvial soil
105.6,56.3,62.4,30.47,48.76,7.45,650.2,pomegranate,black soil
54.2,37.6,53.1,29.17,47.99,6.96,732.4,sunflower,red soil
4.9,25.5,36.4,24.65,58.14,9.25,1214.8,groundnut,alluvial soil
21.4,32.0,28.7,19.96,56.04,6.83,590.0,lentil,black soil
114.9,67.1,79.5,23.7,61.97,6.73,880.7,grapes,black soil
93.5,48.5,55.8,31.06,72.94,7.46,618.6,chilli,red soil
119.0,53.1,60.2,25.6,68.92,6.48,812.0,tomato,red soil
70.3,50.8,54.8,30.47,63.95,6.65,769.5,chilli,black soil
54.5,9.5,11.8,39.16,81.59,7.2,943.1,sunflower,black soil
24.5,34.2,29.6,24.57,50.82,7.04,581.9,lentil,black soil
33.4,27.0,30.0,22.62,55.43,6.98,477.0,soybean,black soil
61.2,41.0,53.9,22.37,61.83,6.54,505.5,wheat,black soil
89.2,65.4,75.3,34.23,54.17,6.76,678.1,pomegranate,black soil
104.8,65.4,80.6,23.59,59.56,6.59,800.8,grapes,red soil
52.4,43.5,42.1,28.31,55.88,5.79,795.2,ragi,red soil
47.1,37.8,33.6,25.11,55.38,6.92,537.5,jowar,red soil
26.6,29.9,38.2,26.62,59.94,7.21,626.6,groundnut,red soil
54.0,25.0,41.3,19.76,37.84,6.58,550.9,safflower,black soil
55.0,24.0,38.7,32.1,57.6,6.71,505.4,bajra,red soil
52.5,30.0,28.7,28.08,43.7,7.74,448.8,bajra,alluvial soil
110.0,65.5,84.1,22.9,62.39,7.29,833.9,grapes,black soil
40.3,31.2,43.3,20.78,52.78,7.34,416.8,safflower,red soil
79.8,48.2,52.8,15.51,62.15,7.2,556.7,wheat,alluvial soil
4.9,46.9,55.6,35.86,50.68,9.34,1911.6,groundnut,alluvial soil
105.4,34.1,76.0,35.28,93.73,5.04,244.6,sugarcane,alluvial soil
19.0,27.5,23.7,26.19,66.74,6.66,595.9,greengram,alluvial soil
41.2,25.6,87.3,31.96,89.21,9.05,961.4,sugarcane,laterite soil
15.6,25.3,27.6,27.64,51.75,7.32,513.3,greengram,black soil
58.1,28.7,39.9,15.47,46.8,7.96,579.2,safflower,black soil
51.3,25.1,44.3,16.77,54.74,6.51,401.1,safflower,red soil
98.0,67.6,80.3,28.09,66.2,6.82,761.6,grapes,black soil
88.8,39.2,44.5,25.18,52.43,7.82,847.7,cotton,black soil
91.6,52.3,51.4,30.6,56.2,7.24,651.6,chilli,red soil
49.8,36.0,41.9,24.69,38.68,7.44,440.9,safflower,red soil
30.8,43.8,47.4,32.32,50.87,6.6,504.9,groundnut,alluvial soil
111.9,68.6,99.7,25.22,54.51,7.12,738.5,grapes,black soil
67.9,9.7,29.2,17.47,22.9,5.5,1727.6,chilli,red soil
21.8,75.2,36.7,10.96,21.03,5.61,1289.2,ragi,alluvial soil
84.2,50.6,49.5,37.48,24.91,7.87,656.0,sunflower,alluvial soil
18.8,26.4,24.3,32.71,61.94,6.83,522.9,greengram,black soil
128.4,53.4,77.4,33.74,71.94,7.2,1695.8,sugarcane,black soil
129.5,16.2,86.5,37.67,48.19,6.25,2401.9,greengram,black soil
40.1,30.3,37.9,26.54,43.57,7.46,576.6,bajra,red soil
39.2,41.1,36.5,32.12,57.53,6.7,815.7,pigeonpeas,black soil
49.2,25.1,33.1,18.22,54.04,6.76,564.8,safflower,red soil
